code,lat,lon,state,name,x,y
USC00155067,37.3475,-87.5239,129.5,KY,MADISONVILLE,297,97
USC00155524,36.8667,-84.8275,298.4,KY,MONTICELLO 3 NE,319,93
USC00155648,37.3542,-84.3369,353.6,KY,MT VERNON,323,97
USC00155694,36.6122,-88.3083,160.6,KY,MURRAY,291,91
USC00156170,38.2053,-84.2383,242.3,KY,PARIS,324,104
USC00156580,37.1244,-87.8672,151.5,KY,PRINCETON 1 SE,295,95
USC00156988,37.6178,-86.5044,170.7,KY,ROUGH RIVER LAKE,305,99
USC00157234,37.6031,-87.5222,146.3,KY,SEBREE 1 E,297,99
USC00157431,37.0875,-82.9925,365.8,KY,SKYLINE 1 SE,334,95
USC00157604,37.7161,-85.2342,231.6,KY,SPRINGFIELD,316,100
USC00157800,36.8861,-85.7067,263.3,KY,SUMMER SHADE,312,94
USC00158824,37.1842,-86.6353,141.7,KY,WOODBURY,304,96
USC00160007,29.9689,-92.1169,3,LA,ABBEVILLE,261,38
USC00160021,30.4372,-90.0519,9.1,LA,ABITA SPRING FIRE TWR,277,42
USC00160098,31.3206,-92.4611,26.5,LA,ALEXANDRIA,258,49
USC00160205,30.7094,-90.525,51.8,LA,AMITE,273,44
USC00160349,32.1633,-93.1331,73.2,LA,ASHLAND,252,56
USC00160462,30.5669,-91.1633,21.3,LA,BAKER,268,43
USC00160558,30.4494,-91.0478,16.8,LA,BATON ROUGE SHERWOOD,269,42
USC00160565,30.1328,-91.3228,4.6,LA,BAYOU SORREL LOCK,267,40
USC00160617,30.7925,-92.4953,32,LA,BEAVER FIRE TWR,258,45
USC00160800,32.3744,-92.9433,93.6,LA,BIENVILLE 3 NE,254,57
USC00161232,31.3944,-92.7164,33.5,LA,BOYCE 3 WNW,256,50
USC00161287,30.9594,-92.1786,24.4,LA,BUNKIE,260,46
USC00161411,32.5133,-92.3486,54.9,LA,CALHOUN RSCH STN,259,59
USC00161565,30.1981,-91.1256,7.6,LA,CARVILLE 2 SW,268,40
USC00161899,30.8178,-90.9733,61,LA,CLINTON 5 SE,270,45
USC00161979,32.1667,-92.1072,24.4,LA,COLUMBIA LOCK,261,56
USC00162121,32.8869,-93.4569,78.6,LA,COTTON VALLEY 5 NNW,250,62
USC00162151,30.5272,-90.1114,12.2,LA,COVINGTON 4 NNW,277,43
USC00162212,30.2408,-92.3478,7.6,LA,CROWLEY 2 NE,259,40
USC00162350,30.4803,-90.9614,10.7,LA,DENHAM SPRINGS,270,42
USC00162367,30.8428,-93.2869,57.9,LA,DE RIDDER,251,45
USC00162534,30.0719,-91.0278,9.1,LA,DONALDSONVILLE 4 SW,269,39
USC00162981,30.4917,-92.4303,15.2,LA,EUNICE,258,42
USC00163313,29.8233,-91.5442,3.7,LA,FRANKLIN 3 NW,265,37
USC00163433,29.4631,-90.3072,1.5,LA,GALLIANO,275,34
USC00163695,30.2033,-90.9225,3,LA,GONZALES,270,40
USC00163800,30.4192,-92.0439,16.8,LA,GRAND COTEAU,261,42
USC00164030,30.5031,-90.3772,10.7,LA,HAMMOND 5 E,274,43
USC00164355,32.81,-93.0625,65.5,LA,HOMER 1N,253,61
USC00164398,32.4508,-93.8372,75,LA,HOSSTON,247,58
USC00164674,29.9592,-91.7108,6.1,LA,JEANERETTE 5 NW,264,38
USC00164700,30.2003,-92.6642,7.6,LA,JENNINGS,256,40
USC00164732,32.255,-92.6544,100.6,LA,JONESBORO 4 ENE,256,57
USC00164739,31.4825,-91.8628,21.3,LA,JONESVILLE LOCKS,263,50
USC00164816,32.355,-93.8619,61,LA,KEITHVILLE,247,57
USC00165074,30.2544,-93.2186,1.5,LA,LAKE CHARLES 2 N,252,41
USC00165090,32.8067,-91.173,30.5,LA,LAKE PROVIDENCE,268,61
USC00165266,31.1417,-93.2397,8.5,LA,LEESVILLE,252,48
USC00165438,30.5197,-90.7544,13.1,LA,LIVINGSTON,271,43
USC00165620,30.3644,-91.1672,6.4,LA,LSU BEN-HUR FARM,268,41
USC00165630,31.1783,-92.4108,21.3,LA,LSU DEAN LEE RSCH STN,258,48
USC00165892,31.5769,-93.4817,77.7,LA,MANY,250,51
USC00166244,32.6053,-93.2947,56.4,LA,MINDEN,251,59
USC00166364,32.705,-93.9608,61,LA,MOORINGSPORT 1 N,246,60
USC00166394,29.6833,-91.1761,1.5,LA,MORGAN CITY,268,36
USC00166582,31.7722,-93.0956,39.6,LA,NATCHITOCHES,253,53
USC00166686,30.7267,-91.3672,13.7,LA,NEW ROADS 5 NE,267,44
USC00166836,30.8214,-92.6697,33.5,LA,OAKDALE,256,45
USC00166866,32.8642,-91.38,39.3,LA,OAK GROVE,266,61
USC00166911,30.7531,-90.9939,45.7,LA,OAKNOLIA 2N,270,45
USC00166938,30.6036,-92.7739,19.8,LA,OBERLIN FIRE TWR,255,43
USC00166995,30.5081,-92.0925,17.1,LA,OPELOUSAS,261,43
USC00167096,29.7892,-90.4286,1.5,LA,PARADIS 7 S,274,37
USC00167304,30.7111,-90.7525,57.9,LA,PINE GROVE FIRE TWR,271,44
USC00167366,30.3214,-91.2517,6.1,LA,PLAQUEMINE 2 N,267,41
USC00167448,30.4508,-91.2183,4.6,LA,PORT ALLEN,268,42
USC00167738,32.4219,-93.6381,47.2,LA,RED RIVER RSCH STN,248,58
USC00167767,30.0564,-90.5803,4.6,LA,RESERVE,273,39
USC00168046,30.9461,-93.2789,72.5,LA,ROSEPINE RSCH STN,251,46
USC00168067,32.5344,-92.6889,79.2,LA,RUSTON LA TECH,256,59
USC00168136,30.7775,-91.3769,35.1,LA,ST FRANCISVILLE,266,45
USC00168163,31.9497,-91.2336,23.8,LA,ST JOSEPH 3 N,268,54
USC00168436,32.5158,-93.7447,54.9,LA,SHREVEPORT DWTN,248,59
USC00168539,30.265,-89.7697,3,LA,SLIDELL,279,41
USC00168831,30.2383,-93.3447,3,LA,SULPHUR,251,40
USC00168923,32.3994,-91.1842,25.9,LA,TALLULAH,268,58
USC00169806,32.0997,-91.7022,24.4,LA,WINNSBORO 5 SSE,264,55
USC00170814,45.6603,-69.812,323.1,ME,BRASSUA DAM,439,164
USC00171628,44.9197,-69.2417,90.5,ME,CORINNA,444,158
USC00171975,45.1872,-69.1839,112.8,ME,DOVER-FOXCROFT WWTP,444,160
USC00172238,43.8786,-70.7539,160.9,ME,EAST HIRAM,431,150
USC00172765,44.6889,-70.1567,128,ME,FARMINGTON,436,156
USC00172878,47.2386,-68.6136,185.9,ME,FT KENT,449,176
USC00173261,45.1775,-67.7742,88.4,ME,GRAND LAKE STREAM,455,160
USC00173567,44.9442,-69.5458,97.5,ME,HARMONY,441,158
USC00173588,45.4589,-69.8631,253,ME,HARRIS STN,439,162
USC00174086,45.6233,-70.255,362.7,ME,JACKMAN,435,163
USC00174324,44.9656,-70.1711,192,ME,KINGFIELD,436,158
USC00174566,44.1,-70.2167,54.9,ME,LEWISTON,436,151
USC00174781,45.2219,-70.1983,353.6,ME,LONG FALLS DAM,436,160
USC00174878,44.72,-67.4539,6.1,ME,MACHIAS,458,156
USC00174927,44.7983,-69.8878,79.2,ME,MADISON,438,157
USC00175261,44.7931,-70.9167,445,ME,MIDDLE DAM,430,157
USC00175304,45.6503,-68.705,109.7,ME,MILLINOCKET,448,164
USC00175460,45.5869,-69.7161,313.3,ME,MOOSEHEAD,440,163
USC00175675,44.0461,-69.5367,57.9,ME,NEWCASTLE,441,151
USC00176937,46.6539,-68.0089,182.6,ME,PRESQUE ISLE,453,172
USC00177037,44.9892,-70.6719,466.3,ME,RANGELEY,432,158
USC00178965,47.1664,-67.9397,139,ME,VAN BUREN 2,454,176
USC00179314,43.6878,-70.6128,67.1,ME,WEST BUXTON 2 NNW,433,148
USC00181750,39.2167,-76.0519,12.2,MD,CHESTERTOWN,389,112
USC00182282,39.6419,-78.7561,222.5,MD,CUMBERLAND 2,367,116
USC00182325,38.9344,-77.1022,45.7,MD,DALECARLIA RSVR,381,110
USC00182906,39.6811,-77.2914,122.8,MD,EMMITSBURG 2 SE,379,116
USC00183415,39.66,-78.9358,661.4,MD,FROSTBURG 2,366,116
USC00185865,38.4617,-76.6992,30.5,MD,MECHANICSVILLE 5 NE,384,106
USC00187806,38.7144,-76.1897,3,MD,ROYAL OAK 2 SSW,388,109
USC00188000,38.365,-75.5892,3,MD,SALISBURY,393,105
USC00188380,38.2364,-75.3789,9.1,MD,SNOW HILL 4 N,394,104
USC00190120,42.3861,-72.5375,43.3,MA,AMHERST,417,138
USC00190190,42.6178,-71.9158,337.7,MA,ASHBURNHAM,422,139
USC00190213,42.5133,-72.8508,408.4,MA,ASHFIELD,415,139
USC00190408,42.4283,-72.0275,253,MA,BARRE FALLS DAM,421,138
USC00190535,42.4833,-71.2833,48.8,MA,BEDFORD,427,138
USC00190562,42.2794,-72.3483,166.7,MA,BELCHERTOWN,419,137
USC00190860,42.0478,-71.005,24.4,MA,BROCKTON,429,135
USC00191386,41.6569,-69.9589,12.2,MA,CHATHAM,437,132
USC00192451,41.7653,-70.6697,9.1,MA,EAST WAREHAM,432,133
USC00192501,41.3853,-70.5181,9.1,MA,EDGARTOWN,432,130
USC00192997,42.0792,-71.4094,76.2,MA,FRANKLIN,426,135
USC00193624,42.2269,-70.9125,10.7,MA,HINGHAM,430,136
USC00194580,42.4292,-71.4425,62.5,MA,MAYNARD 2,426,138
USC00194744,42.5947,-71.0208,27.4,MA,MIDDLETON,429,139
USC00195175,42.2825,-71.3439,54.9,MA,NATICK,427,137
USC00195285,42.8633,-70.8997,25.9,MA,NEWBURYPORT 4 NNW,430,141
USC00195524,42.115,-71.6758,96,MA,NORTHBRIDGE 2,424,135
USC00195984,41.9928,-71.1667,29,MA,NORTON WEST,428,134
USC00196486,41.9819,-70.6961,13.7,MA,PLYMOUTH-KINGSTON,432,134
USC00196783,42.5242,-71.1264,27.4,MA,READING,428,139
USC00196938,41.785,-70.9175,19.8,MA,ROCHESTER,430,133
USC00198278,42.4444,-72.5528,68.6,MA,SUNDERLAND,417,138
USC00198757,42.1608,-71.2461,50.3,MA,WALPOLE 2,428,136
USC00198793,42.2622,-72.2483,121.9,MA,WARE,420,137
USC00200032,41.9164,-84.0158,231.6,MI,ADRIAN 2 NNE,325,134
USC00200146,43.3864,-84.6492,224,MI,ALMA,320,146
USC00200230,42.2947,-83.7108,274.3,MI,ANN ARBOR U OF MICH,328,137
USC00200417,43.8081,-82.9939,217.9,MI,BAD AXE,334,149
USC00200779,43.7072,-85.4822,283.5,MI,BIG RAPIDS WTR WKS,314,148
USC00200864,42.3842,-85.9625,221,MI,BLOOMINGDALE,310,138
USC00200925,45.1672,-84.9139,221.9,MI,BOYNE FALLS,318,160
USC00201361,43.5861,-83.1805,212.8,MI,CASS CITY 1 SSW,332,147
USC00201492,45.6528,-84.4725,179.2,MI,CHEBOYGAN,321,164
USC00202094,45.9983,-83.9014,181.4,MI,DETOUR VILLAGE,325,167
USC00202250,41.9856,-86.1319,225.6,MI,DOWAGIAC 1 W,308,134
USC00202381,45.1519,-85.1322,178.3,MI,EAST JORDAN,316,160
USC00202423,44.2839,-83.5036,178.6,MI,EAST TAWAS,329,153
USC00202445,42.0147,-86.2408,265.2,MI,EAU CLAIRE 4 NE,308,135
USC00203429,43.2025,-85.2422,268.8,MI,GREENVILLE 2 NNE,316,144
USC00203661,42.6422,-85.2875,249.9,MI,HASTINGS,315,140
USC00203744,46.665,-88.375,509,MI,HERMAN,290,172
USC00203947,42.5939,-83.9325,279.5,MI,HOWELL WWTP,326,139
USC00204090,45.7858,-88.0842,326.4,MI,IRON MT KINGSFORD WWTP,293,165
USC00204257,44.7281,-85.1728,315.5,MI,KALKASKA,316,156
USC00204502,44.3089,-85.205,374.9,MI,LAKE CITY EXP FARM,316,153
USC00204944,42.9292,-85.3403,195.1,MI,LOWELL,315,142
USC00205603,41.7217,-84.2147,234.7,MI,MORENCI,324,132
USC00205892,41.8406,-86.2658,198.1,MI,NILES,307,133
USC00207812,46.0556,-88.6275,442,MI,STAMBAUGH 2SSE,288,167
USC00208184,41.9297,-85.6383,246.9,MI,THREE RIVERS,312,134
USC00208800,44.2542,-84.2011,269.7,MI,WEST BRANCH 3SE,324,153
USC00210075,43.6064,-93.3019,374.9,MN,ALBERT LEA 3 SE,251,147
USC00210252,48.3311,-96.8253,258.2,MN,ARGYLE,223,185
USC00210287,45.3783,-96.1542,333.1,MN,ARTICHOKE LAKE,228,162
USC00210667,45.3167,-95.6167,317,MN,BENSON,233,161
USC00210939,46.3433,-94.2086,359.7,MN,BRAINERD,244,169
USC00210989,47.2472,-91.8625,452.9,MN,BRIMSON 2S,263,176
USC00211263,44.7183,-96.2697,378.9,MN,CANBY,227,156
USC00211630,46.7047,-92.5253,385.6,MN,CLOQUET,257,172
USC00211691,45.5872,-94.4047,373.4,MN,COLLEGEVILLE ST JOHN,242,163
USC00212486,44.0969,-92.2703,338.3,MN,ELGIN 2SSW,259,151
USC00212721,44.3075,-93.265,286.5,MN,FARIBAULT,251,153
USC00213290,43.7047,-92.5644,411.5,MN,GRAND MEADOW,257,148
USC00213303,47.2436,-93.4975,399.3,MN,GRAND RPDS FOREST LAB,250,176
USC00213520,43.5458,-92.0122,411.5,MN,HARMONY,261,147
USC00213793,45.9919,-92.9928,315.5,MN,HINCKLEY,254,166
USC00214418,43.8658,-91.31,197.2,MN,LA CRESCENT DAM 7,267,149
USC00214546,44.2394,-95.3153,348.7,MN,LAMBERTON SW EXP STN,235,152
USC00214563,43.7203,-91.9717,291.1,MN,LANESBORO,262,148
USC00214652,47.2467,-94.2228,396.8,MN,LEECH LAKE,244,176
USC00214793,45.9933,-94.3508,341.4,MN,LITTLE FALLS 1 N,243,166
USC00214861,45.9647,-94.8892,408.4,MN,LONG PRAIRIE,238,166
USC00215488,44.16,-91.8122,204.2,MN,MINNESOTA CITY DAM 5,263,152
USC00215598,46.4378,-92.7578,338.3,MN,MOOSE LAKE 1 SSE,255,170
USC00215638,45.5903,-95.8747,347.5,MN,MORRIS WC EXP STN,231,163
USC00215842,45.305,-94.9392,381,MN,NEW LONDON,238,161
USC00216287,44.0981,-93.2308,350.5,MN,OWATONNA,252,151
USC00216405,46.5689,-96.0886,417.6,MN,PELICAN RAPIDS,229,171
USC00216547,46.6694,-94.1089,381,MN,PINE RIVER DAM,245,172
USC00216612,47.2508,-93.5861,390.1,MN,POKEGAMA DAM,249,177
USC00216654,43.6725,-92.0747,283.5,MN,PRESTON,261,148
USC00216787,47.8881,-96.2658,332.2,MN,RED LAKE FALLS,227,182
USC00216817,44.5714,-92.5283,209.7,MN,RED WING,257,155
USC00217502,45.5461,-93.7572,307.8,MN,SANTIAGO 3 E,247,163
USC00217907,44.2469,-94.9864,324.9,MN,SPRINGFIELD 1 NW,238,152
USC00218419,47.0258,-91.6653,190.5,MN,TWO HARBORS,264,175
USC00218552,44.385,-92.0486,213.4,MN,WABASHA,261,154
USC00218579,46.3939,-95.3939,418.2,MN,WADENA 3 S,234,170
USC00218692,44.0708,-93.5264,351.4,MN,WASECA EXP STN,249,151
USC00219004,45.1078,-95.0358,335.3,MN,WILLMAR WWTP,237,159
USC00219046,43.7639,-94.1661,338.3,MN,WINNEBAGO,244,149
USC00219059,47.4306,-94.0586,400.8,MN,WINNIBIGOSHISH DAM,245,178
USC00219072,44.0875,-91.6703,202.1,MN,WINONA DAM 5 A,264,151
USC00219170,43.645,-95.5803,478.5,MN,WORTHINGTON 2 NNE,233,148
USC00219249,44.2992,-92.6661,300.2,MN,ZUMBROTA,256,153
USC00220008,34.5011,-89.5008,123.7,MS,ABBEVILLE,281,75
USC00220021,33.83,-88.5214,60.4,MS,ABERDEEN,289,69
USC00220237,34.7497,-90.1336,73.2,MS,ARKABUTLA DAM,276,76
USC00220290,34.8492,-89.1597,183.8,MS,ASHLAND,284,77
USC00220955,34.6344,-88.5622,149.4,MS,BOONEVILLE,289,76
USC00221094,31.5447,-90.4581,132.6,MS,BROOKHAVEN CITY,274,51
USC00221152,33.9917,-89.3736,82.3,MS,BRUCE 2 W,283,70
USC00221174,31.5475,-88.5172,45.7,MS,BUCKATUNNA 1 NE,289,51
USC00221489,32.7506,-89.5389,112.8,MS,CARTHAGE,281,61
USC00221804,33.9803,-89.6714,73.5,MS,COFFEEVILLE,280,70
USC00221860,32.42,-88.7603,94.5,MS,COLLINSVILLE 7 SE,287,58
USC00221865,31.2503,-89.8361,45.7,MS,COLUMBIA,279,49
USC00221880,33.4678,-88.3847,44.2,MS,COLUMBUS,290,66
USC00222385,31.9544,-89.9328,101.8,MS,D'LO 2 SW,278,54
USC00222773,34.1606,-89.9019,92,MS,ENID DAM,278,72
USC00223208,34.2614,-88.4569,106.7,MS,FULTON 3 W,290,73
USC00223340,32.9267,-88.8536,151.8,MS,GHOLSON 8 W,287,62
USC00223700,34.4839,-88.7036,131.1,MS,GUNTOWN 3NW,288,74
USC00223887,31.2547,-89.3392,117.3,MS,HATTIESBURG 5SW,283,49
USC00223920,31.8328,-90.4542,182.9,MS,HAZLEHURST 5 SW,274,53
USC00224173,34.8219,-89.4347,147.2,MS,HOLLY SPRINGS 4 N,282,77
USC00224377,34.6989,-89.8214,105.2,MS,INDEPENDENCE 1W,279,76
USC00224776,33.0583,-89.5797,125,MS,KOSCIUSKO,281,63
USC00224939,31.6756,-89.1236,68.6,MS,LAUREL,285,52
USC00224966,31.1494,-88.555,32,MS,LEAKESVILLE,289,48
USC00225943,31.8375,-89.5975,121.9,MS,MIZE 3SW,281,53
USC00225987,31.5519,-90.1058,58.2,MS,MONTICELLO,277,51
USC00226009,33.4517,-90.5097,35.7,MS,MOORHEAD,273,66
USC00226084,34.9056,-89.562,131.1,MS,MT PLEASANT 4SW,281,78
USC00226177,31.5889,-91.3408,59.4,MS,NATCHEZ,267,51
USC00226256,34.4739,-89.0022,115.8,MS,NEW ALBANY,285,74
USC00226308,32.3378,-89.0817,106.4,MS,NEWTON EXP STN,285,57
USC00226894,32.7692,-89.1303,125.9,MS,PHILADELPHIA 1 WSW,284,61
USC00227106,34.2486,-88.9975,143.3,MS,PONTOTOC,286,72
USC00227111,34.1381,-88.9983,123.4,MS,PONTOTOC EXP STN,286,72
USC00227128,30.8408,-89.5453,95.4,MS,POPLARVILLE EXP STN,281,45
USC00227132,31.985,-90.9719,36.6,MS,PORT GIBSON 1 NE,270,54
USC00227220,31.1775,-89.4156,115.2,MS,PURVIS 2N,282,48
USC00227807,34.5369,-90.1933,102.1,MS,SARAH 3 SE,276,75
USC00227815,34.3961,-89.7903,92.4,MS,SARDIS DAM,279,74
USC00227840,30.6264,-89.055,69.8,MS,SAUCIER EXP FOREST,285,44
USC00227921,34.6314,-89.9592,73.2,MS,SENATOBIA,278,76
USC00228053,31.8606,-88.6964,61,MS,SHUBUTA,288,53
USC00228374,33.4692,-88.7822,56.4,MS,STATE UNIV,287,66
USC00228445,33.4311,-90.9108,38.7,MS,STONEVILLE EXP STA,270,66
USC00228556,31.4222,-89.5386,88.4,MS,SUMRALL,281,50
USC00229048,31.08,-90.0603,116.4,MS,TYLERTOWN 5ESE,277,47
USC00229114,33.3253,-89.7539,123.1,MS,VAIDEN 1 SSW,279,65
USC00229326,32.5972,-89.4606,96.9,MS,WALNUT GROVE,282,59
USC00229426,30.2947,-89.3831,2.4,MS,WAVELAND,282,41
USC00229597,32.0844,-89.7056,113.7,MS,WHITE OAK 2 N,280,55
USC00229743,33.4847,-89.6244,119.5,MS,WINONA 5 E,281,66
USC00229860,32.9028,-90.3817,32.6,MS,YAZOO CITY 5 NNE,274,62
USC00230143,39.8914,-94.36,296.9,MO,AMITY 4 NE,243,118
USC00230164,36.6519,-94.4386,320,MO,ANDERSON,242,92
USC00230204,38.1869,-94.0281,259.7,MO,APPLETON CITY,245,104
USC00230789,37.6167,-93.3911,315.2,MO,BOLIVAR 1 NE,250,99
USC00230980,39.765,-93.0594,233.8,MO,BROOKFIELD,253,117
USC00231145,38.2611,-94.405,240.8,MO,BUTLER 4W,242,105
USC00231340,39.3594,-93.4886,214.9,MO,CARROLLTON,250,113
USC00231773,39.5317,-93.5289,254.2,MO,COLOMA,249,115
USC00231837,38.9783,-93.5703,233.2,MO,CONCORDIA,249,110
USC00232289,36.6206,-90.8125,88.1,MO,DONIPHAN,271,91
USC00232482,40.1692,-92.1678,237.7,MO,EDINA,260,120
USC00232591,39.1506,-90.7847,137.2,MO,ELSBERRY 1 S,271,112
USC00233038,37.5739,-90.3086,219.2,MO,FREDERICKTOWN,275,99
USC00233079,38.8472,-91.9414,239,MO,FULTON,262,109
USC00233568,39.7425,-94.0347,274.3,MO,HAMILTON 2W,245,116
USC00233601,39.7233,-91.3719,217,MO,HANNIBAL WTR WKS,267,116
USC00234023,37.3344,-92.0058,327.7,MO,HOUSTON 2 W,261,97
USC00234271,38.5853,-92.1825,204.2,MO,JEFFERSON CITY WTP,260,107
USC00234919,37.5544,-91.8831,359.7,MO,LICKING 4N,262,99
USC00235027,37.3908,-93.9489,326.1,MO,LOCKWOOD,246,98
USC00235098,39.4514,-91.0464,156.1,MO,LOUISIANA,269,114
USC00235253,37.3036,-89.9664,118.9,MO,MARBLE HILL,278,97
USC00235307,37.3339,-92.9097,454.2,MO,MARSHFIELD,254,97
USC00235578,40.2211,-93.1097,256,MO,MILAN,253,120
USC00235834,37.1542,-92.2617,442,MO,MTN GROVE 2 N,259,96
USC00235987,37.8394,-94.3736,249.9,MO,NEVADA WTP,243,101
USC00236012,39.0172,-92.7558,195.4,MO,NEW FRANKLIN 1W,255,111
USC00236045,36.5869,-89.5325,92,MO,NEW MADRID,281,91
USC00236402,38.0492,-93.7036,217,MO,OSCEOLA,248,103
USC00236460,36.6597,-93.1261,213.4,MO,OZARK BEACH,252,92
USC00236493,39.7683,-91.5139,189,MO,PALMYRA,265,117
USC00236563,40.0147,-94.1294,251.5,MO,PATTONSBURG 2S,244,119
USC00236678,36.9494,-94.0078,374.9,MO,PIERCE CITY,245,94
USC00236804,36.4136,-89.6997,85.3,MO,PORTAGEVILLE,280,90
USC00237263,37.9572,-91.7758,355.7,MO,ROLLA UNI OF MISSOURI,263,102
USC00237632,38.6753,-93.2228,237.7,MO,SEDALIA WTP,252,108
USC00237963,40.2472,-93.7158,266.7,MO,SPICKARD 7 W,248,120
USC00238051,39.9714,-91.8872,210.3,MO,STEFFENVILLE,262,118
USC00238223,38.9664,-93.4194,205.7,MO,SWEET SPRINGS,250,110
USC00238313,36.5967,-92.2617,182.9,MO,TECUMSEH 1NE,259,91
USC00238515,38.4444,-91.0042,164.6,MO,UNION,269,106
USC00238561,38.5572,-90.4922,161.8,MO,VALLEY PARK,274,107
USC00238620,38.2017,-91.9811,234.7,MO,VIENNA 2 WNW,262,104
USC00238984,36.9708,-90.5586,155.4,MO,WILLIAMSVILLE,273,94
USC00240199,46.1314,-112.957,1609.3,MT,ANACONDA,94,168
USC00240412,46.3647,-104.275,894,MT,BAKER 1 E,163,169
USC00241008,46.2314,-112.114,1494.7,MT,BOULDER,101,168
USC00241044,45.6622,-111.045,1497.5,MT,BOZEMAN MONTANA ST U,109,164
USC00241047,45.675,-111.155,1455.4,MT,BOZEMAN 6 W EXP FARM,108,164
USC00241088,48.5475,-105.271,804.1,MT,BREDETTE,155,187
USC00241231,47.4647,-107.311,906.5,MT,BRUSETT 3 N,139,178
USC00241297,45.5397,-106.96,1045.5,MT,BUSBY,142,163
USC00241518,46.7447,-104.309,957.1,MT,CARLYLE 13 NW,163,172
USC00241525,47.7919,-111.219,1051.6,MT,CARTER 14 W,108,181
USC00241552,47.2194,-111.71,1024.1,MT,CASCADE 5 S,104,176
USC00241557,46.9956,-111.577,1402.1,MT,CASCADE 20 SSE,105,174
USC00241722,48.5883,-109.226,737.6,MT,CHINOOK,124,187
USC00241758,47.4122,-105.595,754.4,MT,CIRCLE,153,178
USC00241905,45.8944,-106.634,980.8,MT,COLSTRIP,144,166
USC00241938,45.6444,-109.268,1097.9,MT,COLUMBUS,123,164
USC00241974,48.1794,-111.961,1082,MT,CONRAD,102,184
USC00242122,48.1503,-104.509,591.9,MT,CULBERTSON,161,184
USC00242409,45.2128,-112.645,1593.5,MT,DILLION U OF MONTANA WESTERN,96,160
USC00242438,48.3919,-108.244,694.9,MT,DODSON,132,186
USC00242689,45.8903,-104.546,1043.9,MT,EKALAKA,161,166
USC00242793,45.3394,-111.711,1509.7,MT,ENNIS,104,161
USC00242827,48.8978,-115.064,771.8,MT,EUREKA RS,77,190
USC00242857,47.6153,-111.985,1214,MT,FAIRFIELD,102,179
USC00243098,46.2719,-106.674,766.6,MT,FORSYTH,144,169
USC00243176,48.0119,-106.412,630.9,MT,FT PECK PWR PLT,146,183
USC00243346,48.2922,-111.567,1082,MT,GALATA 16 SW,105,185
USC00243570,45.4686,-112.656,1511.8,MT,GLEN 2 E,96,162
USC00243617,48.9761,-111.399,1066.2,MT,GOLDBUTTE 7 N,106,190
USC00243707,44.9411,-113.028,1761.7,MT,GRANT 5 SE,93,158
USC00243727,47.0258,-108.803,1063.8,MT,GRASS RANGE,127,175
USC00244084,48.08,-116.001,682.8,MT,HERON 2 NW,69,183
USC00244174,48.7261,-110.455,899.2,MT,HINGHAM 12 N,114,188
USC00244241,46.9914,-112.012,1062.8,MT,HOLTER DAM,101,174
USC00244364,45.9353,-107.137,944.9,MT,HYSHAM 25 SSE,140,166
USC00244386,46.7392,-107.208,851.9,MT,INGOMAR 14 NE,140,172
USC00244558,48.3042,-114.264,901.3,MT,KALISPELL GLACIER AP,83,185
USC00244715,45.8728,-104.158,940.6,MT,KNOBS 4 SW,164,165
USC00244954,46.3619,-110.6,1706.9,MT,LENNEP 5 SW,113,169
USC00244978,46.9056,-109.411,1513.3,MT,LEWISTOWN 11 SSE,122,174
USC00245020,47.9733,-115.224,1056.1,MT,LIBBY 32 SSE,76,182
USC00245043,47.4083,-113.713,1316.7,MT,LINDBERGH LAKE,88,178
USC00245080,45.4836,-110.569,1484.4,MT,LIVINGSTON 12 S,113,162
USC00245153,47.9442,-110.531,786.4,MT,LOMA 1 WNW,113,182
USC00245303,46.1422,-104.735,856.5,MT,MAC KENZIE,160,168
USC00245387,46.5,-110.338,1463,MT,MARTINSDALE 3 NNW,115,171
USC00245596,46.6008,-107.869,890,MT,MELSTONE,135,171
USC00245603,46.1047,-110.05,1635.3,MT,MELVILLE 4 W,117,167
USC00245668,46.7614,-104.962,757.1,MT,MILDRED 5 N,158,173
USC00245735,46.8983,-113.968,1042.4,MT,MISSOULA 2 NE,86,174
USC00245754,46.2858,-105.292,755.9,MT,MIZPAH 4 NNW,155,169
USC00245761,47.0575,-109.951,1310.6,MT,MOCCASIN EXP STN,118,175
USC00245961,45.2436,-109.731,1994.6,MT,MYSTIC LAKE,120,160
USC00246238,48.6956,-106.315,894.9,MT,OPHEIM 12 SSE,147,188
USC00246640,47.6775,-114.242,832.1,MT,POLSON KERR DAM,84,180
USC00246700,47.6544,-111.598,1143,MT,POWER 6 SE,105,180
USC00246902,47.2972,-110.746,1284.7,MT,RAYNESFORD 2 NNW,112,177
USC00247128,45.3753,-109.17,1423.4,MT,ROBERTS 1 N,124,162
USC00247382,47.4536,-104.338,602,MT,SAVAGE,163,178
USC00247448,47.2142,-113.52,1249.7,MT,SEELEY LAKE RS,89,176
USC00247560,47.7283,-104.147,588.6,MT,SIDNEY,164,180
USC00247620,48.9992,-110.215,858,MT,SIMPSON 6 N WILDHORSE,116,190
USC00247740,45.4183,-105.868,1188.7,MT,SONNETTE 2 WNW,151,162
USC00247800,45.7375,-110.226,1286.6,MT,SPRINGDALE,116,164
USC00247894,46.5136,-114.091,1028.7,MT,STEVENSVILLE,85,171
USC00247964,45.8478,-113.927,1364,MT,SULA 3 ENE,86,165
